trip_distance,demand_level,supply_level,traffic_density,is_peak_hour,is_raining,final_price
11.74,51.0,31,1.66,0,0,258.58
13.78,76.0,37,3.46,1,0,430.41
6.82,66.0,40,1.5,0,0,182.39
7.46,74.0,1,2.29,1,0,578.61
10.05,46.0,20,2.35,0,1,361.71
1.48,84.0,8,1.19,0,0,178.87
8.73,91.0,51,1.72,0,0,207.17
6.07,29.0,27,1.59,0,0,164.55
8.86,75.0,36,2.69,0,0,277.73
3.87,97.0,7,2.03,0,1,312.05
22.37,119.0,38,3.09,1,0,677.6
15.25,32.0,25,1.26,0,1,408.29
17.3,,28,2.86,0,0,434.22
19.94,66.0,19,1.64,0,0,450.51
12.96,59.0,15,2.41,0,0,355.76
3.09,47.0,7,2.91,0,0,188.22
13.89,56.0,23,2.02,0,0,327.79
15.08,39.0,47,2.02,0,0,304.33
18.89,77.0,12,1.23,0,0,545.45
11.36,82.0,45,2.58,1,0,364.1
4.06,66.0,28,3.5,1,0,212.09
7.81,91.0,38,1.27,0,0,219.63
9.71,73.0,48,,0,0,257.12
16.5,15.0,44,2.33,0,0,338.78
14.7,40.0,42,1.84,0,0,284.44
9.55,115.0,20,2.89,1,0,409.14
24.68,96.0,7,1.3,0,0,924.08
15.54,38.0,36,1.43,0,0,289.38
6.69,12.0,47,1.57,0,0,161.72
3.44,121.0,42,2.57,1,0,187.01
4.67,125.0,37,3.63,1,0,238.69
6.9,59.0,4,2.54,1,0,433.85
4.86,89.0,14,2.05,0,1,285.42
5.48,67.0,53,1.32,0,0,142.64
7.84,66.0,15,2.47,0,1,331.05
5.16,80.0,58,2.12,0,0,168.33
22.52,13.0,18,1.88,0,0,383.07
2.93,51.0,35,2.89,0,0,114.24
13.59,43.0,13,2.78,0,1,472.14
10.85,57.0,42,3.12,1,0,348.32
24.58,74.0,10,2.84,0,0,769.05
3.69,34.0,53,2.13,0,0,135.91
10.55,54.0,58,2.65,0,0,268.24
24.27,23.0,58,1.82,0,1,596.14
21.77,20.0,39,1.17,0,0,357.57
20.61,61.0,38,2.99,0,1,601.68
7.19,17.0,47,1.33,0,0,150.71
5.1,69.0,22,1.5,0,0,169.69
17.05,51.0,27,1.33,0,0,358.08
23.31,25.0,34,1.67,0,0,448.63
14.36,48.0,7,1.58,0,0,437.05
14.72,51.0,19,2.2,0,0,338.62
7.72,27.0,41,2.99,0,0,182.71
19.47,46.0,37,1.91,1,0,527.84
5.49,13.0,7,2.56,0,0,195.55
8.77,83.0,19,1.26,0,1,323.86
11.21,69.0,1,1.84,1,0,765.34
13.18,89.0,23,3.08,1,0,480.21
6.82,84.0,25,3.55,1,0,260.38
3.76,40.0,11,1.35,0,0,156.47
15.65,55.0,11,1.68,0,0,411.29
7.93,63.0,59,1.34,0,0,169.24
14.95,55.0,15,2.81,0,0,405.14
4.7,44.0,42,2.34,1,0,180.13
12.55,19.0,32,1.89,0,0,247.59
13.78,62.0,30,3.59,1,0,468.65
2.24,16.0,47,2.11,0,0,91.37
9.08,67.0,50,2.87,0,0,226.1
4.23,86.0,34,3.65,1,0,207.14
2.52,60.0,19,2.72,1,0,196.94
24.76,70.0,11,2.96,1,0,880.44
8.74,66.0,49,2.26,1,0,283.75
20.44,38.0,54,,0,1,568.94
7.11,19.0,42,1.56,0,0,149.61
17.36,111.0,15,3.37,1,0,740.04
19.25,18.0,56,1.63,0,1,476.74
15.3,,24,1.63,0,1,442.78
12.32,31.0,14,1.21,0,1,386.83
10.88,99.0,10,2.12,0,0,443.01
9.37,59.0,16,1.49,0,0,269.96
23.31,,11,2.1,1,0,831.16
20.93,75.0,49,1.45,0,1,574.13
24.16,72.0,37,1.5,0,0,487.19
3.98,58.0,30,2.81,1,1,231.48
18.54,25.0,52,1.77,0,0,344.49
23.52,43.0,13,1.95,1,0,680.37
5.35,58.0,9,2.07,0,0,230.1
2.6,77.0,39,3.38,1,0,146.12
18.79,16.0,46,2.15,0,0,327.73
14.79,64.0,33,2.95,0,0,357.37
21.2,53.0,31,2.0,1,0,545.04
4.35,115.0,42,3.44,1,0,233.52
20.09,94.0,34,2.01,0,0,452.38
5.84,73.0,1,2.84,1,0,490.25
4.93,30.0,16,2.04,0,0,146.34
4.94,75.0,9,2.45,1,0,301.35
20.55,72.0,9,1.65,0,0,634.71
16.96,51.0,42,2.26,0,0,369.51
13.55,58.0,15,1.09,0,0,347.38
9.61,80.0,24,2.18,0,0,273.84
22.05,94.0,33,2.45,0,0,523.26
10.42,19.0,18,1.71,0,1,299.26
20.6,30.0,30,1.43,0,0,403.41
11.54,89.0,38,1.43,0,0,271.08
10.05,72.0,14,1.16,0,1,389.28
12.1,128.0,21,1.98,1,1,564.58
8.23,86.0,48,1.33,0,0,218.01
18.94,89.0,35,1.84,1,0,546.4
13.07,66.0,35,2.33,1,0,414.53
6.57,17.0,29,1.61,0,0,146.34
22.59,69.0,4,3.79,1,0,1117.58
10.21,80.0,43,2.98,0,1,348.96
14.05,39.0,36,1.37,0,0,296.67
22.76,27.0,38,1.43,0,0,407.67
15.98,32.0,27,1.98,0,0,310.47
3.81,77.0,27,2.1,1,1,257.59
23.56,39.0,36,2.01,0,0,443.77
16.06,39.0,26,1.8,0,0,330.3
9.04,111.0,16,2.45,1,1,491.21
4.34,85.0,57,2.65,0,1,212.82
20.06,83.0,27,2.66,0,0,500.88
15.88,80.0,23,2.98,0,0,417.13
13.8,78.0,17,2.25,1,0,485.18
22.45,,16,3.58,1,0,733.11
19.93,78.0,34,2.08,0,1,586.41
4.64,94.0,23,2.18,0,0,200.23
8.48,61.0,26,2.79,0,1,300.8
6.96,88.0,5,2.89,0,0,436.12
18.85,52.0,28,3.25,1,0,542.27
1.8,16.0,30,1.7,0,0,82.63
14.68,97.0,8,1.98,0,1,711.0
19.3,107.0,42,3.03,1,0,573.92
22.04,99.0,39,3.46,1,0,664.47
9.21,92.0,16,2.32,0,0,320.87
20.71,55.0,32,1.73,0,0,400.09
3.66,44.0,41,1.84,0,0,115.91
21.31,38.0,7,1.1,0,0,548.73
4.06,43.0,32,2.85,0,0,136.19
10.53,17.0,33,1.18,0,0,204.92
20.14,105.0,14,2.96,1,0,795.53
4.6,43.0,1,3.54,1,0,447.17
6.5,75.0,41,1.84,0,0,157.98
18.33,66.0,5,2.6,0,0,716.99
18.28,43.0,40,3.41,1,0,523.52
16.39,124.0,41,1.92,1,1,631.63
17.65,112.0,30,2.62,1,0,560.37
14.03,,48,2.38,0,1,431.55
7.04,29.0,46,1.84,0,0,161.35
9.3,,12,2.89,1,0,423.05
5.36,15.0,13,2.19,0,0,134.79
22.8,38.0,41,1.3,0,0,389.18
15.0,89.0,58,1.82,0,0,324.57
10.62,44.0,19,1.86,1,0,339.05
12.09,46.0,45,1.3,0,0,230.62
23.73,48.0,13,2.82,1,0,715.01
4.68,46.0,29,2.15,0,0,154.12
15.07,78.0,46,2.09,1,0,437.2
13.14,72.0,53,2.51,0,0,326.93
15.67,66.0,19,1.75,0,0,407.03
1.43,79.0,40,3.64,1,0,159.35
21.93,,44,2.58,1,0,645.3
23.37,42.0,20,2.1,1,0,605.59
14.56,52.0,50,2.52,0,0,326.15
17.72,34.0,24,2.14,0,0,349.43
23.14,64.0,7,1.77,0,0,746.67
17.97,45.0,29,1.71,0,0,367.24
4.66,97.0,15,2.1,1,0,273.44
14.83,86.0,38,1.68,0,0,339.34
15.56,28.0,56,1.06,0,0,291.74
11.18,68.0,57,2.0,0,0,255.22
18.67,25.0,42,2.79,0,0,387.68
23.42,41.0,18,3.39,1,0,659.66
23.21,74.0,45,1.06,0,0,431.27
11.82,68.0,29,2.76,0,0,291.17
3.72,87.0,1,2.7,1,0,371.76
24.64,12.0,33,1.38,0,0,411.47
21.13,35.0,36,2.5,0,0,421.63
3.99,23.0,51,1.65,0,0,91.05
23.1,33.0,5,1.51,0,0,610.81
21.88,44.0,39,1.32,0,1,578.17
13.45,97.0,20,1.97,0,1,505.06
15.19,15.0,36,1.19,0,0,254.0
10.58,71.0,51,2.57,0,1,354.57
2.31,45.0,19,1.94,0,1,165.97
9.04,,9,1.89,0,0,257.66
20.27,52.0,4,1.8,1,0,851.55
1.11,17.0,26,2.64,0,0,97.98
9.0,54.0,37,2.79,1,0,293.97
10.56,42.0,12,1.88,0,0,279.9
13.9,98.0,19,2.52,0,0,440.3
23.08,25.0,24,1.13,0,0,425.91
9.31,124.0,19,2.53,1,0,382.8
9.33,61.0,16,2.15,0,0,274.12
18.7,90.0,30,1.92,0,0,437.97
11.85,73.0,1,2.16,1,1,757.31
6.39,116.0,20,2.4,1,0,323.98
11.86,,14,1.6,0,0,305.67
4.38,82.0,42,3.78,1,0,207.83
5.23,100.0,9,2.45,1,1,393.89
12.96,88.0,9,1.41,0,0,482.62
11.05,31.0,36,2.65,0,0,259.15
22.96,60.0,36,1.84,0,0,456.19
9.7,,26,1.89,0,0,200.26
14.93,88.0,16,2.9,1,0,562.18
16.17,48.0,16,2.19,0,1,516.09
1.31,96.0,15,2.18,0,0,133.03
16.92,116.0,18,1.87,1,0,607.11
5.27,81.0,47,2.64,0,0,173.85
24.07,40.0,39,2.19,1,0,597.73
4.57,80.0,35,2.38,1,0,203.6
10.95,89.0,10,2.15,1,0,474.03
3.05,120.0,10,3.33,1,0,300.02
24.92,26.0,5,2.17,0,0,621.99
13.05,17.0,55,2.51,0,0,271.26
15.29,76.0,27,2.31,0,0,399.52
2.61,95.0,32,1.21,0,0,126.65
19.0,75.0,36,1.6,0,0,406.02
6.04,11.0,55,2.01,0,0,157.9
22.55,56.0,47,2.41,1,0,598.38
5.92,112.0,30,2.21,1,0,245.0
5.58,42.0,41,2.74,0,0,201.76
1.88,63.0,7,2.5,0,0,166.1
12.33,79.0,55,1.69,0,0,260.02
14.56,45.0,7,3.33,1,0,546.13
2.58,61.0,32,2.26,0,1,193.38
19.61,54.0,32,1.01,0,0,360.0
11.88,10.0,49,1.76,0,0,225.29
13.59,89.0,28,1.58,0,0,323.55
11.58,90.0,45,2.24,1,0,352.91
10.62,20.0,17,1.5,0,0,235.09
14.43,31.0,28,2.88,0,0,316.52
4.73,73.0,1,2.77,1,0,429.32
5.37,40.0,11,3.5,1,1,338.71
21.68,116.0,44,2.23,1,1,778.77
23.71,58.0,16,,0,0,530.63
9.96,58.0,59,,0,0,233.3
7.5,51.0,53,1.99,0,0,196.59
16.46,58.0,22,2.79,0,0,388.55
10.81,22.0,37,1.13,0,0,235.07
1.61,77.0,35,2.83,0,0,115.14
4.75,23.0,59,1.83,0,0,136.78
18.18,75.0,28,2.11,1,0,530.39
16.81,65.0,34,2.37,0,1,514.19
1.65,126.0,39,3.39,1,1,202.9
6.33,78.0,36,1.09,0,0,169.51
6.55,55.0,14,2.97,0,0,251.17
17.13,24.0,35,2.39,0,0,311.56
1.47,126.0,29,2.44,1,0,139.09
3.5,17.0,19,1.3,0,0,96.04
20.2,95.0,21,2.59,1,0,657.81
5.29,20.0,31,1.44,0,1,203.93
16.67,110.0,49,2.79,1,0,535.97
6.72,32.0,5,2.56,0,1,335.96
3.39,,6,3.12,1,0,304.45
6.84,36.0,8,1.87,0,0,216.51
18.33,70.0,17,2.04,1,0,591.74
21.54,56.0,38,2.91,0,0,448.7
20.93,75.0,56,1.54,0,0,430.33
10.53,100.0,17,2.36,1,1,493.98
17.03,17.0,55,2.29,0,0,327.98
5.92,74.0,23,2.54,0,0,206.2
8.04,64.0,14,3.77,1,0,346.06
22.51,26.0,24,2.94,0,0,458.36
1.31,39.0,33,2.83,0,0,117.42
3.05,33.0,17,1.87,0,0,133.13
5.99,91.0,22,2.13,1,0,257.04
1.64,72.0,28,2.17,0,0,104.74
5.35,70.0,26,1.03,0,0,162.34
14.99,116.0,16,2.19,1,0,600.37
11.11,97.0,34,1.81,1,0,333.38
22.42,118.0,5,2.16,1,0,1264.2
20.62,129.0,2,2.75,1,1,1185.82
9.2,41.0,36,1.79,0,0,190.34
7.23,44.0,28,1.74,0,0,188.86
10.11,25.0,16,2.66,0,0,246.88
15.17,,43,3.15,1,0,469.35
7.43,58.0,34,3.67,1,0,291.86
15.98,79.0,15,2.69,1,0,542.62
10.83,49.0,7,1.54,0,0,385.5
14.25,55.0,43,1.25,0,0,276.7
11.47,12.0,49,2.34,0,0,240.74
8.07,35.0,22,2.68,0,0,220.17
23.76,111.0,36,2.17,1,1,862.83
19.33,79.0,10,2.76,0,0,614.49
4.36,,40,2.05,0,0,128.42
21.84,124.0,39,2.09,1,1,820.44
12.7,36.0,19,2.29,0,1,382.22
22.47,53.0,53,2.04,0,0,437.91
20.2,47.0,49,1.06,0,0,370.21
11.21,111.0,9,2.6,1,0,585.63
1.54,125.0,32,3.37,1,0,139.61
7.45,96.0,55,2.11,0,0,218.94
14.0,98.0,48,1.56,0,1,441.47
16.2,80.0,56,2.86,0,0,352.7
7.19,87.0,56,1.48,0,0,185.94
4.34,50.0,28,1.51,0,0,170.08
21.04,67.0,11,1.71,0,1,749.61
24.63,38.0,13,2.79,0,0,574.1
13.62,120.0,5,2.82,1,0,841.66
5.12,60.0,20,2.36,0,1,241.9
7.54,79.0,11,2.95,0,0,290.41
1.44,72.0,29,2.57,0,0,120.66
22.94,28.0,18,1.35,0,0,445.69
3.83,36.0,5,2.58,0,0,179.32
14.84,62.0,24,2.5,0,0,347.78
7.58,84.0,22,2.27,1,0,297.53
14.3,50.0,43,2.45,1,1,533.0
16.63,49.0,32,3.22,1,0,493.7
20.91,95.0,38,1.48,0,1,604.0
5.95,59.0,3,2.22,1,1,473.09
1.26,28.0,52,2.41,0,0,94.05
4.29,127.0,14,3.56,1,0,279.19
22.6,11.0,47,1.15,0,0,364.71
21.97,49.0,56,1.89,0,1,550.26
15.34,27.0,42,2.21,0,0,325.44
15.41,121.0,25,3.15,1,0,569.07
16.96,41.0,15,3.79,1,1,654.06
5.21,86.0,16,3.17,1,0,255.2
22.95,58.0,17,2.24,0,1,718.26
11.05,32.0,48,2.98,0,0,238.37
10.2,86.0,41,1.92,1,0,339.42
13.45,88.0,29,1.15,0,0,330.72
2.13,128.0,16,2.92,1,0,220.12
4.99,54.0,42,1.72,0,0,154.0
18.71,91.0,56,1.19,0,0,380.35
2.99,60.0,49,2.41,1,0,174.2
15.48,56.0,24,2.35,0,0,361.14
6.89,71.0,26,3.56,1,0,306.26
10.34,28.0,20,1.19,0,0,242.58
7.93,57.0,47,2.88,1,0,244.02
9.54,33.0,24,1.59,0,0,219.85
18.26,86.0,35,3.13,1,1,691.75
8.13,39.0,26,2.1,0,0,205.56
14.59,94.0,46,2.85,0,0,373.61
12.43,30.0,42,1.08,0,0,239.28
16.93,87.0,39,2.74,1,0,514.2
23.48,75.0,41,1.39,0,0,463.08
18.58,54.0,19,2.07,0,0,419.89
6.16,40.0,6,,1,1,341.82
1.75,31.0,13,2.82,0,0,93.61
7.29,65.0,41,1.8,0,0,210.18
15.28,,48,2.62,0,1,433.68
2.23,77.0,9,2.36,1,1,233.29
12.91,28.0,48,1.01,0,0,224.45
15.32,28.0,58,2.71,0,0,310.58
9.02,105.0,16,2.04,1,0,388.19
19.5,126.0,6,1.84,1,0,1124.61
3.56,56.0,31,1.71,0,0,140.87
2.8,97.0,13,2.56,1,0,207.86
18.48,96.0,41,1.95,1,0,501.66
12.89,57.0,29,2.63,0,0,310.46
17.52,84.0,4,2.61,1,0,979.06
11.44,96.0,39,1.98,0,0,301.16
6.91,37.0,48,1.53,0,0,158.8
20.66,69.0,16,2.02,0,0,539.56
20.19,14.0,54,2.53,0,0,387.46
17.67,27.0,12,2.81,0,0,393.04
7.53,127.0,5,3.74,1,0,523.19
15.17,46.0,43,1.85,0,1,416.05
9.66,89.0,23,2.98,0,1,377.66
3.2,34.0,27,1.59,0,0,108.0
23.02,77.0,18,1.81,1,0,724.86
4.28,10.0,19,2.54,0,1,163.81
23.81,49.0,24,1.36,0,0,474.4
11.7,64.0,29,1.1,0,1,358.53
5.44,78.0,8,3.65,1,0,331.06
14.01,85.0,14,2.58,0,1,580.34
21.95,64.0,42,2.01,1,0,557.1
18.57,32.0,54,2.55,0,0,369.09
20.36,52.0,33,2.69,0,1,570.78
16.81,57.0,51,2.81,0,0,369.95
17.61,77.0,48,2.89,1,1,650.63
21.38,99.0,53,2.41,0,1,617.49
6.99,33.0,53,2.52,0,0,175.56
12.75,14.0,16,2.38,0,0,256.56
6.31,69.0,37,2.29,0,0,187.99
24.7,26.0,27,2.1,0,0,472.08
23.66,76.0,8,2.76,1,1,1097.86
1.95,24.0,27,2.99,0,0,107.18
17.93,75.0,53,1.68,0,0,391.11
23.21,29.0,57,,0,1,554.38
5.33,39.0,41,2.53,0,0,169.97
14.63,25.0,26,1.43,0,0,260.92
22.97,53.0,33,2.07,0,0,449.43
1.81,98.0,30,1.99,1,0,151.69
17.74,13.0,6,2.24,0,0,390.24
8.14,70.0,14,,1,0,382.23
23.19,35.0,9,2.45,0,0,557.46
24.31,50.0,31,1.43,0,1,616.56
23.66,115.0,1,3.74,1,0,1333.4
12.38,41.0,12,2.41,1,0,419.53
21.69,17.0,17,1.87,0,1,567.84
21.27,87.0,26,2.0,0,0,505.65
8.66,33.0,17,2.98,0,0,241.89
20.89,49.0,16,1.14,0,0,451.4
1.89,34.0,36,2.39,0,0,96.13
15.31,101.0,30,2.52,1,0,532.01
6.52,67.0,11,1.16,0,0,217.52
3.89,80.0,10,2.87,0,0,229.61
2.85,41.0,44,2.18,0,0,111.83
17.71,96.0,41,2.51,0,0,419.94
9.16,55.0,10,1.48,0,0,287.83
18.39,35.0,29,2.52,0,0,411.67
2.57,81.0,21,3.46,1,0,152.15
8.57,16.0,9,1.86,0,0,220.53
13.95,95.0,13,2.94,1,0,549.15
19.98,56.0,13,2.94,0,0,519.92
8.65,89.0,44,3.49,1,0,343.48
16.02,84.0,34,2.69,1,0,513.36
22.26,107.0,1,3.13,1,0,1265.95
15.78,83.0,40,3.37,1,0,476.51
6.59,34.0,13,1.05,0,0,184.72
1.59,91.0,33,2.98,1,0,156.08
21.88,57.0,4,3.77,1,1,1148.03
1.51,16.0,53,2.89,0,0,87.74
21.99,31.0,47,2.66,0,1,589.31
13.69,13.0,53,1.21,0,0,265.92
23.54,38.0,18,2.99,0,1,688.2
20.17,97.0,50,2.22,0,0,420.67
24.95,49.0,44,1.45,0,0,441.82
9.42,61.0,29,2.35,0,0,262.99
19.41,99.0,44,3.51,1,0,631.3
10.65,50.0,23,1.22,0,0,239.05
12.52,115.0,44,3.63,1,0,436.68
16.06,82.0,21,2.84,0,0,466.77
21.97,24.0,22,1.03,0,0,373.7
24.62,86.0,50,2.8,0,0,525.29
19.44,66.0,44,2.89,0,0,412.29
11.03,44.0,54,1.08,0,0,200.17
11.11,99.0,13,1.59,0,0,397.7
18.7,28.0,5,1.75,0,0,496.74
6.73,30.0,10,1.7,0,0,213.21
3.65,94.0,42,2.52,0,0,193.29
9.51,22.0,42,1.72,0,0,186.76
7.89,30.0,43,2.91,0,0,211.63
8.11,97.0,21,2.99,0,1,383.95
6.61,35.0,13,1.63,0,0,167.0
2.01,65.0,15,2.02,0,0,124.07
1.43,40.0,57,2.12,0,0,85.96
24.71,39.0,22,2.16,0,0,489.41
11.27,33.0,49,1.75,0,0,232.33
10.22,39.0,50,1.33,0,0,215.55
17.31,35.0,41,1.11,0,0,340.35
6.24,91.0,11,1.21,0,0,269.67
23.8,63.0,39,2.8,0,0,511.99
19.87,115.0,38,2.36,1,0,582.29
3.15,60.0,1,,1,0,326.26
11.02,32.0,43,2.25,0,0,253.63
22.1,67.0,5,1.95,1,0,969.97
23.67,90.0,14,1.14,0,0,665.4
12.22,88.0,38,2.24,0,1,401.22
15.72,62.0,18,2.98,1,0,548.74
5.01,98.0,6,1.88,1,0,388.09
24.79,62.0,13,1.92,0,0,638.98
6.56,62.0,26,1.87,0,0,209.52
23.63,43.0,42,2.09,0,0,451.1
16.59,77.0,50,2.48,0,0,348.31
15.59,21.0,36,1.57,0,1,403.95
13.3,,12,1.87,0,0,275.4
6.54,64.0,42,3.39,1,0,262.95
5.24,97.0,25,2.85,0,0,195.3
6.29,107.0,10,3.58,1,0,403.22
5.47,53.0,37,1.96,0,0,177.75
19.71,43.0,46,2.04,0,0,367.95
9.4,15.0,29,2.06,0,0,223.93
2.39,48.0,55,2.74,0,0,91.68
24.26,59.0,43,2.68,0,0,494.48
22.21,33.0,10,1.62,0,0,489.87
23.27,98.0,8,1.33,0,0,856.19
24.88,14.0,27,1.76,0,0,434.33
5.17,63.0,13,1.58,0,0,183.34
10.51,63.0,40,2.9,0,0,290.88
19.2,19.0,15,1.53,0,1,504.6
17.7,91.0,58,1.36,0,0,314.92
4.69,84.0,39,2.8,0,0,180.4
20.58,108.0,6,1.97,1,0,1069.24
6.39,15.0,39,1.52,0,0,142.01
6.37,87.0,11,1.88,0,0,269.53
13.89,25.0,33,2.19,0,1,397.09
15.23,69.0,25,1.66,0,0,347.23
14.92,23.0,7,1.99,0,0,356.31
3.2,42.0,58,1.4,0,0,107.98
22.06,108.0,18,2.95,1,0,776.85
7.37,49.0,34,1.82,0,0,201.67
4.11,87.0,31,2.7,0,1,188.62
22.33,49.0,33,1.83,0,0,441.88
23.94,18.0,34,1.89,0,0,418.78
21.69,76.0,40,2.18,0,0,469.61
20.43,113.0,49,2.05,1,0,569.08
16.73,87.0,17,2.11,1,1,716.33
14.22,114.0,31,3.38,1,0,511.13
3.09,74.0,30,1.55,0,0,134.65
10.8,49.0,44,3.17,1,0,318.68
9.94,15.0,40,1.19,0,1,284.91
7.23,111.0,22,3.44,1,0,310.04
18.36,101.0,31,3.78,1,0,600.43
12.9,40.0,55,1.75,0,0,281.69
2.95,15.0,8,2.01,0,1,153.3
6.28,43.0,33,1.89,0,0,156.52
17.4,106.0,38,3.59,1,0,578.73
2.83,71.0,18,1.02,0,0,136.49
21.43,125.0,38,3.11,1,0,675.96
12.88,21.0,49,2.3,0,0,266.32
12.53,47.0,41,1.76,0,0,287.71
15.22,92.0,37,1.44,0,0,363.05
20.79,46.0,45,2.28,1,0,551.94
9.35,73.0,35,2.6,0,0,256.37
17.27,,18,1.13,0,0,485.55
14.58,,29,2.13,0,0,354.48
7.41,13.0,13,1.61,0,0,183.6
22.09,30.0,29,,0,0,384.56
20.14,87.0,45,2.01,0,1,582.21
16.8,75.0,40,3.6,1,0,499.59
21.41,46.0,19,3.04,1,1,783.8
21.82,,34,2.58,0,0,513.47
18.0,74.0,14,3.0,1,0,618.81
21.09,88.0,17,3.2,1,0,729.63
17.74,20.0,5,1.86,0,1,546.65
17.32,98.0,19,2.85,0,0,536.92
15.85,33.0,25,2.0,0,0,314.74
19.07,31.0,34,2.1,0,1,506.41
4.81,,15,2.05,0,1,196.02
22.14,90.0,44,2.43,1,0,604.87
21.92,88.0,20,2.26,1,0,698.13
1.7,31.0,56,1.15,0,0,60.0
20.82,88.0,34,2.44,0,0,476.29
4.09,,13,1.58,0,0,165.56
9.04,83.0,1,2.58,1,0,630.31
18.84,41.0,51,2.84,0,0,380.31
4.86,67.0,51,2.13,0,0,148.04
20.63,65.0,38,1.19,0,0,401.03
20.97,83.0,37,2.6,0,0,475.07
13.18,18.0,38,1.51,0,1,359.23
1.15,102.0,1,2.91,1,0,241.25
7.89,98.0,55,2.02,0,0,227.31
15.81,43.0,9,2.28,1,0,534.3
24.55,47.0,35,1.23,0,0,464.7
16.16,51.0,16,1.42,0,0,386.73
7.24,16.0,11,1.19,0,0,208.72
16.22,81.0,39,2.35,1,0,480.33
13.96,99.0,27,3.79,1,0,494.27
19.72,99.0,46,1.8,0,0,427.84
3.57,59.0,26,3.53,1,0,191.4
19.26,72.0,55,2.1,0,1,526.44
13.99,30.0,59,2.33,0,0,282.83
24.11,14.0,9,1.31,0,0,425.12
9.2,69.0,32,2.35,1,1,411.58
16.18,72.0,9,2.02,0,0,564.19
23.37,68.0,21,2.76,0,0,559.3
3.46,47.0,11,1.09,0,1,197.2
23.49,45.0,29,2.01,0,0,463.28
17.51,47.0,29,1.1,0,0,340.67
2.63,32.0,7,1.91,0,0,144.24
8.22,32.0,56,,0,0,220.59
18.0,97.0,30,3.29,1,0,581.59
2.62,57.0,32,1.28,0,0,99.1
14.97,15.0,27,1.33,0,0,269.16
9.3,55.0,12,1.94,0,0,304.59
15.9,96.0,35,3.0,0,1,537.44
2.1,54.0,15,2.51,1,1,176.06
21.92,10.0,49,1.86,0,0,372.07
24.36,113.0,29,2.66,1,1,929.78
24.25,72.0,35,1.96,1,0,654.25
18.99,63.0,35,3.35,1,0,579.43
4.12,79.0,46,1.51,0,0,137.89
19.2,23.0,54,2.41,0,0,360.48
1.59,92.0,33,1.95,0,0,119.32
1.53,109.0,1,3.02,1,0,274.11
8.77,,48,1.11,0,0,217.22
12.73,98.0,29,2.78,0,0,363.88
19.49,93.0,6,1.49,0,0,827.97
17.4,47.0,48,2.34,0,1,476.6
11.7,50.0,35,3.4,1,0,377.92
7.57,72.0,38,2.08,0,0,188.68
24.93,41.0,19,1.67,0,0,518.76
11.23,38.0,43,2.96,0,0,264.85
11.83,39.0,43,1.56,0,0,226.52
4.93,68.0,34,3.7,1,0,235.58
20.08,125.0,41,2.11,1,0,585.89
17.65,20.0,16,1.78,0,0,372.47
6.3,58.0,56,1.28,0,0,163.53
2.98,93.0,56,1.0,0,0,106.49
17.33,117.0,18,2.32,1,0,644.07
16.71,103.0,1,1.97,1,0,996.68
7.56,77.0,1,3.77,1,0,550.75
23.82,69.0,52,2.52,0,0,489.66
4.63,107.0,31,1.81,1,0,200.7
11.38,46.0,20,2.25,1,0,355.48
23.65,83.0,7,2.34,0,0,879.17
11.07,16.0,36,1.8,0,0,231.23
16.32,44.0,40,3.46,1,0,468.1
10.54,77.0,22,2.01,0,0,277.33
7.58,56.0,32,2.31,0,0,216.65
24.62,45.0,37,2.19,0,0,461.43
10.82,24.0,21,2.28,0,0,265.8
22.46,48.0,36,1.46,0,0,458.53
6.52,47.0,16,1.75,0,0,221.27
6.11,75.0,31,1.9,1,0,233.66
1.75,41.0,15,2.98,1,0,129.05
16.64,54.0,1,2.72,1,1,1014.93
9.84,93.0,30,2.52,0,1,370.26
21.74,64.0,43,1.41,0,0,430.32
12.36,86.0,21,1.87,0,0,362.39
24.24,69.0,56,1.36,0,0,437.23
5.45,34.0,40,2.23,0,0,164.79
21.85,53.0,28,3.5,1,0,611.38
19.64,18.0,23,2.53,0,0,367.08
19.5,58.0,36,2.89,0,1,603.13
21.27,44.0,54,2.94,0,0,417.1
19.26,95.0,26,2.54,0,0,479.96
16.03,44.0,44,2.37,1,0,395.24
4.15,117.0,39,2.24,1,0,223.69
1.78,26.0,43,1.9,0,0,96.75
23.1,78.0,58,2.99,0,0,520.22
15.8,86.0,22,1.83,0,0,399.7
20.12,93.0,45,2.2,1,0,559.98
12.56,56.0,28,2.89,0,0,314.73
3.82,58.0,5,1.77,0,0,232.74
4.0,83.0,45,,0,0,157.54
17.45,71.0,6,2.58,0,0,676.12
11.33,32.0,44,2.69,0,0,259.14
5.81,25.0,28,2.64,0,0,170.25
12.8,90.0,44,2.67,0,1,423.91
2.54,16.0,56,2.34,0,0,80.48
14.97,82.0,1,2.61,1,0,923.93
7.46,87.0,31,2.33,0,1,318.41
20.14,53.0,6,2.67,0,0,659.66
8.45,48.0,17,2.5,1,1,387.16
11.93,110.0,27,2.39,1,0,426.0
1.28,87.0,38,,0,1,133.24
2.74,89.0,36,2.1,0,0,127.48
10.42,69.0,7,1.1,0,0,409.45
12.52,49.0,49,3.36,1,0,369.19
15.4,44.0,21,2.08,1,0,463.24
8.0,60.0,16,1.27,0,0,233.86
17.68,16.0,12,1.4,0,0,356.18
21.64,31.0,24,2.15,0,0,434.55
19.72,33.0,56,1.57,0,0,367.39
